,id,acronym,def
8591,t_S1,"S/,",designation for documents issued by the United Nations Security Council
8592,t_S11,S-1,atomic energy research and development
8593,t_S2,S.,designation for legislation introduced in the United States Senate
8594,t_S21,S-2,Army staff section dealing with intelligence at brigade level or below
8595,t_S31,S-3,Army staff section dealing with operations and training at brigade level or below
8596,t_SA1,S/A,"Office of the Ambassador at Large, Department of State"
8597,t_SA2,S/A,Office of the Ambassador at Large
8598,t_SA21,SA-2,Soviet-made surface-to-air missile
8599,t_SA2_1,SA-2,Surface-to-Air Missile
8600,t_SA3,SA,Saudi Arabia
8601,t_SA3_1,SA-3,Surface-to-Air Missile
8602,t_SA7_1,SA-7,Soviet portable and shoulder-fired surface to air missile
8603,t_SAA1,SAA,Special Assignment Aircraft
8604,t_SAAF1,SAAF,South African Air Force
8605,t_SAA_1,S/AA,Ambassador at Large Alfred Atherton
8606,t_SAB1,SAB,Science Advisory Board
8607,t_SABC1,SABC,South African Broadcasting Corporation
8608,t_SABMIS1,SABMIS,sea-based ABM system
8609,t_SABRA1,SABRA,South Arican Bureau for Racial Affairs
8610,t_SAB_1,S/AB,"S, Office of the Secretary of State
, Ambassador-at-Large Ellsworth Bunker
S/P, Policy Planning Staff, Department of State
S/PTA, Special Representative of the Secretary for Panama Treaty Affairs, Department of State
S/S, Executive Secretariat, Department of State
S/S-I, Information Management Section, Executive Secretariat, Department of State
S/S-O, Operations Center, Executive Secretariat, Department of State
SSCI, Senate Select Committee on Intelligence
SAC, Senate Appropriations Committee
SALT, Strategic Arms Limitation Treaty
SC, Security Council, United Nations
SecDef, Secretary of Defense
Septel, separate telegram
SFRC, Senate Foreign Relations Committee
SOFA, Status of Forces Agreement
SOUTHCOM, United States Southern Command
SSO, Special Security Office
STADIS, distribution within the Department of State only"
8611,t_SAC1,SAC,Supreme Allied Command; also Strategic Air Command
8612,t_SACA1,SACA,"see
SACLANT"
8613,t_SACEUR1,SACEUR,"Supreme Allied Commander, European Command"
8614,t_SACEUR_1,SACEUR,"S, Office of the Secretary of State
S, secret
, Supreme Allied Commander, Europe
SACLANT, Supreme Allied Command, Atlantic
SAM, surface-to-air missile
SATCOM, satellite communications
SC, (United Nations) Security Council
SCR, (United Nations) Security Council Resolution
Sea King, U.K. naval helicopter
SecDef, Secretary of Defense
Secto, series indicator for telegrams from the Secretary of State
septel, separate telegram
SHAPE, Supreme Headquarters Allied Powers, Europe
SHF, super high frequency
Shrike, U.S. anti-radiation missile
Sidewinder, U.S. short-range air-to-air missile (AIM-9)
SIG, Senior Interagency Group
Sitrep, situation report
Skyhawk, U.S. carrier-capable attack aircraft (A-4)
SLOC, sea line of communication
SOA, speed of advance
SOSUS, sound surveillance system
SOUTHCOM, United States Southern Command
Specat, special category
SR-71, U.S. long-range reconnaissance aircraft
S/S, Executive Secretariat, Department of State
SSG, Special Situation Group
SSIXS, Secure Submarine Information Exchange System
SSN, nuclear-powered submarine
S/S-O, Operations Center, Executive Secretariat, Department of State SSOD, (United Nations) Special Session on Disarmament
SSP, SACEUR Scheduled Program
Stadis, (Department of) State Distribution
Stinger, U.S. surface-to-air missile
STR, Special Trade Representative
STRIKFLTLANT, Striking Fleet Atlantic
SYG, Secretary-General"
8615,t_SACLANT1,SACLANT,"Supreme Allied Commander, Atlantic Command"
8616,t_SACLANT_1,SACLANT,Supreme Allied Commander Atlantic
8617,t_SACME1,SACME,"Supreme Allied Commander, Middle East"
8618,t_SACMED1,SACMED,"Supreme Allied Commander, Mediterranean"
8619,t_SACMed1,SACMed,"Supreme Allied Commander, Mediterranean Theater"
8620,t_SACOHRD_1,SACOHRD,South Asian Committee on Human Rights and Development
8621,t_SACSA1,SACSA,"Special Assistant for Counterinsurgency and Special Activities, Joint Chiefs of Staff SDC, Self Defense Corps"
8622,t_SACSEA1,SACSEA,"Supreme Allied Commander, Southeast Asia"
8623,t_SAC_1,SAC,Strategic Air Command; Supreme Allied Command
8624,t_SADDCI_1,SA/DDCI,"Special Assistant, Deputy Director of Central Intelligence"
8625,t_SADF_1,SADF,South African Defense Force
8626,t_SADOF1,SADOF,Shelf and Deep Ocean Floor (a working sub-group of CIPME)
8627,t_SAE1,S/AE,"Office of the Special Assistant (after May 1954, Consultant) to the Secretary of State for Atomic Energy Affairs"
8628,t_SAF1,SAF,South Arabian Federation
8629,t_SAFG1,SAFG,South Arabian Federation Government
8630,t_SAG1,SAG,Sowjetische Aktiengesellschaften (Soviet Industrial Corporations or Trusts)
8631,t_SAGE1,SAGE,Semi-Automatic Ground Environment System
8632,t_SAGSI_1,SAGSI,Standing Advisory Group on Safeguards Implementation
8633,t_SAG_1,SAG,"S, Office of the Secretary of State; Secret
, Saudi Arabian Government
SALT, Strategic Arms Limitation Talks
SAWG, Special Actions Working Group
SC, Security Council
SCC, U.S.-Soviet Standing Consultative Commission
SCG, Special Consultative Group (NATO)
SecDef, Secretary of Defense
septel, separate telegram
SFRC, Senate Foreign Relations Committee
SHAPE, Supreme Headquarters Allied Powers, Europe
SIG, Senior Interdepartmental Group
SLCM, surface-launched cruise missile; submarine-launched cruise missile; sea-launched cruise missile
S/MS, Office of the Secretary of State, Marshall Shulman
SNIE, Special National Intelligence Estimate
S/P, Policy Planning Staff, Department of State
Specat, Special Category message
S/S, Executive Secretariat, Department of State
SSG, Special Situations Group
S/S-I, Information Management Section, Executive Secretariat, Department of State
S/S-O, Duty Officer, Operations Center, Department of State
SSOD, Special Session on Disarmament (U.N.)
Stadis, State Department distribution only
START, Strategic Arms Reductions Talks
SU, Soviet Union
SWAPO, South West Africa People's Organization"
8634,t_SAH1,S/AH,"Office of the Ambassador at Large, Department of State"
8635,t_SAH_1,S/AH,Office of the Ambassador at Large
8636,t_SAIC1,SAIC,Special Agent in Charge (Drug Enforcement Administration)
8637,t_SAIS_1,SAIS,"School of Advanced International Studies, Johns Hopkins University"
8638,t_SAK1,SAK,Suomen Ammattiyhdistysten Keskusliitto (Keskusliitto Confederation of Trade Unions)
8639,t_SAL1,S/AL,"Office of the Ambassador at Large, Department of State"
8640,t_SALEMHOUSE1,Salem House,code name for U.S.-led intelligence missions into Cambodia (formerly known as Daniel Boone)
8641,t_SALT1,SALT,Strategic Arms Limitation Talks
8642,t_SALT2_1,SALT (II),Strategic Arms Limitation Treaty; strategic arms limitation talks
8643,t_SALT_1,SALT,Strategic Arms Limitation Talks or Strategic Arms Limitation Treaty
8644,t_SAL_1,S/AL,Office of Ambassador at Large Ellsworth Bunker
8645,t_SAM1,SA-M,"Office of the Special Assistant to the Secretary of State (Press Relations), Michael J. McDermott"
8646,t_SAMA1,SAMA,Saudi Arabian Monetary Agency
8647,t_SAMAA1,SAMAA,"Special Assistant for Military Assistance Affairs, Joint Chiefs of Staff"
8648,t_SAMAA_1,SAMAA,"Special Assistant for Military Assistance Affairs, Joint Chiefs of Staff"
8649,t_SAMA_1,SAMA,Saudi Arabian Monetary Agency
8650,t_SAMD1,SAM-D,surface-to-air missile development
8651,t_SAMF1,SAMF,"Sindicato de Accion y Mejoramiento de los Ferrocarrileros (Railwaymen's Action and Improvement Union), Guatemalan labor union"
8652,t_SAMI1,SAMI,Subsidiary of the Pan American Grace Company concerned with radio
8653,t_SAMOS1,SAMOS,Satellite-Missile Observation System
8654,t_SAMP1,SAMP,Saudi Arabian Military Program
8655,t_SAM_1,SAM,surface to air missiles
8656,t_SANA1,SANA,"State, Army, Navy, Air Force"
8657,t_SANACC1,SANACC,State-Army-Navy-Air Force Coordinating Committee (successor of SWNCC)
8658,t_SANE1,SANE,National Committee for a Sane Nuclear Policy
8659,t_SANG_1,SANG,"National Guard, Saudi Arabia"
8660,t_SAODAP1,SAODAP,"Special Action Office for Drug Abuse Prevention, Executive Office of the President"
8661,t_SAOUS1,SAOUS,"Secretary of the Army, Office of the Under Secretary"
8662,t_SAO_1,S/AO,Ambassador at Large Henry L. Owen
8663,t_SAO_2,SAO,"or SO, Steven A. Oxman"
8664,t_SAPA1,SAPA,South African Press Agency
8665,t_SAPRC_1,SAPRC,Security Assistance Program Review Committee
8666,t_SAR1,SAR,"Sociedad de los Amigos de la Republica, Society of Friends of the Republic"
8667,t_SARANAC1,SARANAC,training site in Nicaragua
8668,t_SARC1,SARC,Supreme Arab Revolutionary Command of the Armed Forces (Syria)
8669,t_SARDEP1,SARDEP,Rumanian Petroleum Company
8670,t_SARG1,SARG,Government of the Syrian Arab Republic
8671,t_SARG_1,SARG,Syrian Arab Republic Government
8672,t_SARPetrol1,SARPetrol,Rumanian Petroleum Company
8673,t_SAR_1,SAR,South African Republic (Republic of South Africa)
8674,t_SAS1,SAS,Sections Administratives Specialisees
8675,t_SASP_1,SASP,Southern African Students Program
8676,t_SAS_1,SAS,Office of Security Assistance and Sales
8677,t_SATCOM_1,SATCOM,satellite communications
8678,t_SATS1,SATS,short airfield for tactical support
8679,t_SAT_1,SAT,satellite
8680,t_SAVA1,SAVA,"Special Assistant for Vietnamese Affairs, Central Intelligence Agency"
8681,t_SAVAK1,SAVAK,Farsi language acronym for Iranian National Bureau of Security and Intelligence (Sazman--i Ittili'at va Amniyat--i Kishvar)
8682,t_SAVAK_1,SAVAK,Iranian National Bureau of Security and Intelligence (Sazman-i Ittili'at va Amniyat-i Kishvar in Farsi)
8683,t_SAVA_1,SAVA,"Special Assistant for Vietnamese Affairs, Central Intelligence Agency"
8684,t_SAW1,SAW,special air warfare
8685,t_SAWG_1,SAWG,Special Actions Working Group
8686,t_SA_1,SA,supporting assistance; also security assistance
8687,t_SAndashM1,SA-M,Special Assistant to the Secretary of State for Press Relations
8688,t_SAs1,SAs,"specialized agencies, United Nations"
8689,t_SB1,S/B,Office of the Special Assistant to the Secretary of State
8690,t_SBA1,SBA,Sovereign Base Area
8691,t_SBA_1,SBA,Small Business Administration
8692,t_SBBM1,SBBM,sea-based ballistic missile
8693,t_SB_1,SB,sea-based
8694,t_SBahn1,S Bahn,Strassenbahn (streetcar)
8695,t_SC1,SC,United Nations Security Council; also North Atlantic Treaty Organization Science Committee
8696,t_SC2,SC,"Secretary's Staff Committee, Department of State"
8697,t_SCA1,SCA,"Administrator, Bureau of Security and Consular Affairs, Department of State"
8698,t_SCAD1,SCAD,Subsonic Cruise Armed Decoy
8699,t_SCAD_1,SCAD,subsonic cruise armed decoy
8700,t_SCAEF1,SCAEF,"Supreme Commander, Allied Expeditionary Force"
8701,t_SCAF1,SCAF,"communications indicator used on messages from the Supreme Commander, Allied Expeditionary Force, to the Combined Chiefs of Staff"
8702,t_SCAMC1,SCA/MC,"Office of Munitions Control, Bureau of Security and Consular Affairs, Department of State"
8703,t_SCAORM1,SCA/ORM,"Bureau of Security and Consular Affairs, Office of Refugee and Migration Affairs, Department of State"
8704,t_SCAP1,SCAP,Supreme Commander for the Allied Powers (in Japan)
8705,t_SCAPE1,SCAPE,"Supreme Commander, Allied Powers, Europe"
8706,t_SCAR1,SCAR,Scientific Committee for Antarctic Research
8707,t_SCASCS_1,SCA/SCS,"Office of Special Consular Services, Bureau of Security and Consular Affairs, Department of State"
8708,t_SCATTER1,SCATTER,screening plan for repatriation of prisoners of war
8709,t_SCA_1,SCA,"Bureau for Security and Consular Affairs, Department of State"
8710,t_SCC-I_1,SCC(I),Special Coordinating Committee on Intelligence
8711,t_SCC1,SCC,"Screening and Costing Committee of the Temporary Council Committee, NATO"
8712,t_SCC2,SCC,Soviet Control Commission (in Germany)
8713,t_SCCCI_1,SCC/CI,Special Coordination Committee/Counterintelligence
8714,t_SCCCI_2,SCC(CI),Special Coordination Committee (Counterintelligence)
8715,t_SCCC_1,SCCC,San Clemente Communications Center
8716,t_SCCI_1,SCC(I),Special Coordination Committee (Intelligence)
8717,t_SCCN1,SCCN,Special Committee for Consultation and Negotiation )
8718,t_SCCS1,SCCS,Special Consultative Committee on Security (OAS)
8719,t_SCCT1,S/CCT,"Special Assistant to the Secretary and Coordinator for Combating Terrorism, Department of State"
8720,t_SCCT_1,S/CCT,"Special Assistant to the Secretary and Coordinator for Combating Terrorism, Department of State"
8721,t_SCC_1,SCC,Standing Consultative Commission; Special Coordination Committee (National Security Council)
8722,t_SCEM1,SCEM,"signing ceremonies in Europe; United States designation for documentation related to bipartite and tripartite meetings of the Foreign Ministers of France, the United Kingdom, and the United States at Paris in May 1952"
8723,t_SCEP1,SCEP,Special Committee on Enemy Property
8724,t_SCFA1,S/CFA,"Coordinator for Foreign Military Assistance Programs, in the Office of the Secretary of State"
8725,t_SCG_1,SCG,Special Consultative Group (NATO)
8726,t_SCI1,SCI,"Bureau of International Scientific and Technological Affairs, Department of State; also sensitive compartmentalized information"
8727,t_SCIAE_1,SCI/AE,"Office of Atomic Energy Affairs, Bureau of International Scientific and Technological Affairs, Department of State"
8728,t_SCICOUNS_1,SCICOUNS,Scientific Counselor
8729,t_SCIDA1,SCIDA,"Servicio Cooperativo Interamericano de Agricultura (Inter-American Co-operative Agricultural Service), United States agricultural cooperation with Guatemala"
8730,t_SCIEN1,SCI/EN,"Office of Environmental Affairs, Bureau of International Scientific and Technological Affairs, Department of State"
8731,t_SCINR1,SCINR,Special Committee for Implementation of November 1 Resolution (United Nations Security Council)
8732,t_SCIPA1,SCIPA,"Servicio Cooperativo Interamericano de Produccion de Alimentos (Inter-American Cooperative Service for Food Production), Peru"
8733,t_SCISA1,SCI/SA,"Office of General Scientific Affairs, Bureau of International Scientific and Technological Affairs, Department of State"
8734,t_SCISAM1,SCI/SAM,"Office of Space and Atmospheric Affairs, Bureau of International Scientific and Technological Affairs, Department of State"
8735,t_SCISE1,SCI/SE,"Office of Space and Environmental Science Affairs, Office of International Scientific and Technological Affairs, Department of State"
8736,t_SCISP1,SCISP,Servicio Cooperativo Interamericano de Salud Publica (Inter-American Cooperative Public Health Service)
8737,t_SCI_1,SCI,"Bureau of International Scientific and Technological Affairs, Department of State; also sensitive compartmentalized information"
8738,t_SCL_1,S/CL,"Office of President-elect Carter Liaison Team, Department of State"
8739,t_SCNR1,SCNR,Supreme Council for National Reconstruction
8740,t_SCN_1,SCN,"shipbuilding and conversion, Navy"
8741,t_SCP1,SCP,Security Classification Procedure
8742,t_SCPR1,S/CPR,"Chief of Protocol, Executive Secretariat, Department of State"
8743,t_SCPR_1,S/CPR,"Chief of Protocol, Office of the Secretary of State, Department of State"
8744,t_SCRANTON1,SCRANTON,training base for radio operators near Nicaragua
8745,t_SCRES1,SC RES,Security Council Resolution
8746,t_SCRES_1,SC RES,Security Council resolutions
8747,t_SCR_1,SCR,(United Nations) Security Council Resolution
8748,t_SCRes1,SCRes,United Nations Security Council Resolution
8749,t_SCS1,SCS,"Screening and Costing Staff of the Temporary Council Committee, NATO"
8750,t_SCS_1,SCS,Office of Special Consular Services
8751,t_SCTC1,SCTC,United Nations Security Council Truce Commission
8752,t_SCTG_1,SCTG,surface combatant task group
8753,t_SCUA1,SCUA,Suez Canal Users Association
8754,t_SCUD_1,SCUD,surface-to-surface missile system
8755,t_SC_1,SC,"Security Council (United Nations); Security Command, Department of Defense"
8756,t_SD1,SD,communications indicator; Security Service of the National Socialist Elite Guard (Germany)
8757,t_SD2,SD,Sicherheitsdienst (Security Service of the National Socialist Elite Guard in Germany)
8758,t_SDAR_1,SDAR,Saharan Democratic Arab Republic
8759,t_SDC1,SDC,Self Defense Corps
8760,t_SDECE1,SDECE,"Service de Documentation Exterieure et de Contre-Espionage, the French foreign intelligence service"
8761,t_SDF1,SDF,Self-Defense Forces
8762,t_SDGP1,SDGP,Soviet Danube State Shipping Company
8763,t_SDLP_1,SDLP,Social Democratic and Labour Party (Northern Ireland)
8764,t_SDMICC1,SDMICC,Joint State/Defense Military Information Control Committee
8765,t_SDMICCSDMIC1,SD-MICC (SD-MIC),State-Defense Military Information Control Committee
8766,t_SDO1,SDO,"Special Development Office, Defense Intelligence Agency"
8767,t_SDO_1,SDO,"Special Development Office, Defense Intelligence Agency"
8768,t_SDP1,SDP,Social Democratic Party (Germany)
8769,t_SDP_1,SPD,Sozialdemokratische Partei Deutschlands (Social Democratic Party of West Germany)
8770,t_SDR1,SDR,Special Drawing Rights (International Monetary Fund)
8771,t_SDR_1,SDR,Strategic Drawing Rights (from the International Monetary Fund)
8772,t_SDRs1,SDR(s),Special Drawing Right(s)
8773,t_SDS1,SDS,Students for a Democratic Society
8774,t_SDU1,SDU,Slovene Democratic Union (in the Free Territory of Trieste)
8775,t_SD_1,SecDef,Secretary of Defense
8776,t_SDay1,S-Day,signature day (as applied to the Treaty of Peace with Italy)
8777,t_SDef1,S/Def,Office of the Secretary of Defense
8778,t_SE1,SE,"Division of Southern (after March 14, 1949, Southeast) European Affairs, Department of State"
8779,t_SEA1,SEA,"Southeast Asia; also Office of Southeast Asian Affairs, Bureau of Far Eastern Affairs, Department of State"
8780,t_SEA2,SEA,"Office of Southeast Asian Affairs, Department of State"
8781,t_SEAC1,SEAC,South East Asia Command (British World War II Theater Command)
8782,t_SEACDT1,SEACDT,Southeast Asian Collective Defense Treaty
8783,t_SEACOORD1,SEACOORD,Southeast Asia Coordinating Committee
8784,t_SEACOORDS1,SEACOORDS,Southeast Asia Coordinating Group
8785,t_SEAE1,SEA/E,"Officer in Charge Economic Affairs, Office of Southeast Asian Affairs, Bureau of Far Eastern Affairs, Department of State"
8786,t_SEAMEC1,SEAMEC,Southeast Asia Monetary Exchange Council
8787,t_SEAMES1,SEAMES,Southeast Asia Monetary Exchange System
8788,t_SEAP1,SEAP,"letters standing for ""Southeast Asia Pact"" were used as a series indicator for documents circulated in preparation for the Manila Conference"
8789,t_SEAP_1,SEAP,Southeast Asia and the Pacific
8790,t_SEASAT1,SEASAT,Ocean Dynamics Satellite
8791,t_SEATELCOM1,SEATELCOM,Southeast Asia telecommunications
8792,t_SEATO1,SEATO,South East Asian Treaty Organization
8793,t_SEATO_1,SEATO,Southeast Asia Treaty Organization
8794,t_SEAU1,SEAU,Southeast Asian Union
8795,t_SEA_1,SEA,Southeast Asia
8796,t_SEAsia_1,SEAsia,Southeast Asia
8797,t_SEC1,SEC,Securities and Exchange Commission
8798,t_SEC2,SEC,Securities and Exchange Commission
8799,t_SECAM1,SECAM,Sequential Colour Avec Memoire (sequential color with memory); French color television broadcast standards system
8800,t_SECDEF1,SECDEF,Secretary of Defense
8801,t_SECDEF2,SECDEF,Secretary of Defense
8802,t_SECDEFFOASDISA_1,SECDEF/OASD/ISA,"Bureau of International Security Affairs, Department of Defense"
8803,t_SECDEF_1,SECDEF,Secretary of Defense
8804,t_SECDEL1,Secdel,Secretary of State's delegation
8805,t_SECDELMC1,SecDel/MC,Secretary of State's delegation/memorandum of conversation
8806,t_SECGEN1,SecGen,Secretary General
8807,t_SECGEN_1,SECGEN,Secretary General
8808,t_SECNAV1,SECNAV,"Secretary of the Navy Secy, Secretary of State"
8809,t_SECSTATE1,SECSTATE,Secretary of State
8810,t_SECSTATE_1,SECSTATE,Secretary of State
8811,t_SECS_1,Sec/S,Secretary of State
8812,t_SECTO1,Secto,series indicator for telegrams from the Secretary of State (or his delegation) at international conferences to the Department of State
8813,t_SECTO_1,SECTO,from the Secretary of State (used for telegrams from the Secretary or his party while he is on travel)
8814,t_SECUN1,Secun,series indicator for telegrams from the Under Secretary of State (or his delegation) at international conferences to the Department of State
8815,t_SECY1,SECY,Secretary of State
8816,t_SECYGEN1,SECY GEN,Secretary General (UN)
8817,t_SEC_1,SEC,"S, Office of the Secretary of State , Securities and Exchange Commission SECDEF
, Secretary of Defense SECGEN
, Secretary General SECTO
, telegram from the Secretary of State while on travel SELA
, Sistema Economica de Latinoamerica (Latin American Economic System) S/NM
, Special Assistant to the Secretary of State for Narcotics Matters S/P
, Policy Planning Staff, Department of State S/PRS
, Office of Press Relations, Office of the Secretary of State, Department of State SRG
, Senior Review Group SFRC
, Senate Foreign Relations Committee SOUTHCOM
, Southern Command S/S
, Office of the Secretariat Staff, Department of State  SSC
, Senate Select Committee"
8818,t_SED1,SED,"Sozialistische Einheitspartei Deutschlands (Socialist Unity Party in Germany), the Communist Party in East Germany"
8819,t_SEF1,SEF,"Special East European File, United States Information Agency"
8820,t_SEK1,SEK,Synomospondia Ergation Kypron (Confederation of Labor of Cyprus/Confederation of Cypriot Workers)
8821,t_SELA_1,SELA,Sistema Economica de Latinoamerica (Latin American Economic System)
8822,t_SENDAS1,SENDAS,"Secretariado Nacional de Asistencia Social (National Secretariat of Social Assistance), Colombia"
8823,t_SEN_1,SEN,Sensitive
8824,t_SEPD1,SEPD,"Sozialistische Einheitspartei Deutschlands (German Socialist Unity Party), usually designated SED"
8825,t_SEPES1,SEPES,Service des Etudes Politiques et Sociales (Service of Political and Social Studies)
8826,t_SEPR1,SEPR,Societe d'Etude de la Propulsion par Reaction
8827,t_SEPTEL1,septel,separate telegram
8828,t_SEPTEL_1,SEPTEL,separate telegram
8829,t_SEQ_1,SEQ,Standing Group on Emergency Questions (International Energy Agency)
8830,t_SERB1,SERB,Soviet External Relations Branch
8831,t_SES1,SES,"Soviet and Eastern European Exchanges Staff, Bureau of European Affairs, Department of State"
8832,t_SESP1,SESP,Special Electronic Airborne Search Operations
8833,t_SES_1,SES,Senior Executive Service
8834,t_SETAF1,SETAF,U.S. Army South European Task Force
8835,t_SETAF_1,SETAF,Southern European Task Force
8836,t_SETD1,SETD,systems-engineering-technical-direction
8837,t_SETMC1,SET/MC,Secretary's European trip/memorandum of conversation
8838,t_SETUFCO1,SETUFCO,Sindicato de Empresa de Trabajadores de la United Fruit Company
8839,t_SEWC1,S/EWC,Office of the Special Assistant to the Secretary of State for East-West Exchange
8840,t_SE_1,SE,Southeast
8841,t_SF1,SF,Special Forces
8842,t_SFD1,SFD,Special Facilities Division (OEP)
8843,t_SFE1,SFE,Subcommittee on the Far East of SWNCC
8844,t_SFET1,SF&ET,Strategic Force and Effectiveness Tables
8845,t_SFG1,SFG,Special Financial Group
8846,t_SFHCVN1,SFHCVN,"Special Forces, High Command, Vietnam"
8847,t_SFIO1,SFIO,"Section Francaise de l'Internationale Ouvriere, the official title of the French Socialist party"
8848,t_SFM1,SFM,September Foreign Ministers Meetings; or a designation for documents or minutes of those meetings
8849,t_SFM_1,SFM,Sinai Field Mission
8850,t_SFND1,SFND,Societe Francaise de Navigation Danubienne (French Danube Navigation Company)
8851,t_SFRC1,SFRC,Senate Foreign Relations Committee
8852,t_SFRC_1,SFRC,Senate Foreign Relations Committee
8853,t_SFRY1,SFRY,Socialist Federal Republic of Yugoslavia
8854,t_SFS_1,SFS,Senior Foreign Service
8855,t_SFW1,S/FW,"Special Assistant to the Secretary for Fisheries and Wildlife, Executive Secretariat, Department of State"
8856,t_SFWCOA1,S/FW-COA,"Coordinator of Ocean Affairs, Special Assistant to the Secretary for Fisheries and Wildlife, Department of State"
8857,t_SFWndashCOA1,S/FW-COA,"Coordinator of Ocean Affairs, Special As Assistant to the Secretary for Fisheries and Wildlife, Department of State"
8858,t_SG1,SG,"Standing Group of the North Atlantic Council Military Committee with headquarters in Washington, composed of the permanent representatives of the Chiefs of Staff of France, the United Kingdom, and the United States"
8859,t_SG2,SG,Standing Group of the Military Committee of the North Atlantic Council
8860,t_SGLO1,SGLO,Standing Group Liaison Office(r)
8861,t_SGM1,SGM,Standing Group Memorandum
8862,t_SGN1,SGN,series indicator for back channel telegrams from the Military Assistance Advisory Group in Vietnam
8863,t_SGREP1,SGRep,Secretary General's Representative
8864,t_SGRep1,SGRep,Secretary General's Representative
8865,t_SGS1,SGS,"Societa Generale Semiconduttori (General Semiconductor Society, an Italian firm)"
8866,t_SGU1,SGU,Special Guerrilla Units
8867,t_SGUAT1,SGUAT,CIA Station in Guatemala
8868,t_SGUN1,SGUN,Secretary-General of the United Nations
8869,t_SGU_1,SGU,Special Guerrilla Unit
8870,t_SG_1,SG,Secretary General
8871,t_SH1,SH,Strategic Hamlet
8872,t_SHADA1,SHADA,Societe Haitiano-Americaine de Developpement Agricole (Haitian-American Society for Agricultural Development)
8873,t_SHAEF1,SHAEF,"Supreme Headquarters, Allied Expeditionary Force (1944-1945)"
8874,t_SHAFC1,SHAFC,"Supreme Headquarters, Allied Forces Command"
8875,t_SHAFE1,SHAFE,"Supreme Headquarters, Allied Forces, Europe"
8876,t_SHAPE1,SHAPE,"(NATO) Supreme Headquarters Allied Powers, Europe"
8877,t_SHAPE_1,SHAPE,"Supreme Headquarters, Allied Powers, Europe"
8878,t_SHERWOOD1,SHERWOOD,"CIA radio broadcasting program based in Nicaragua begun on May 1, 1954"
8879,t_SHF_1,SHF,super high frequency
8880,t_SHLO1,SHLO,SHAPE Liaison Office
8881,t_SHUM_1,SHUM,subject tag for human rights
8882,t_SI1,SI,"Secret Intelligence, Office of Strategic Services"
8883,t_SIAE1,S/IAE,Office of the Special Ambassador to the Negotiations for the Establishment of the International Atomic Energy Agency
8884,t_SIC1,SIC,standard industrial classification
8885,t_SID1,SID,Society for International Development
8886,t_SIDASP1,SIDASP,Service interministerial de documentation et action sociale et politique (Interministerial Office of Documentation and Social and Political Action)
8887,t_SIDUCAM_1,SIDUCAM,Sindicato Independiente de Union de Carnionistas (Private Truck Owners' Confederation)
8888,t_SIERRAROMEO1,Sierra Romeo,code name for Thai artillery units in Laos
8889,t_SIFAR1,SIFAR,Italian Armed Forces Intelligence Service
8890,t_SIG1,S/IG,"Office of the Inspector General, Foreign Service, Department of State"
8891,t_SIGINT1,SIGINT,Signals Intelligence
8892,t_SIGINT_1,SIGINT,signals intelligence
8893,t_SIGO1,SIGO,Signal Officer
8894,t_SIG_1,S/IG,Inspector General of the Department of State and the Foreign Service
8895,t_SIG_2,SIG,Senior Interdepartmental Group
8896,t_SIL2,S/IL,Special Assistant to the Secretary of State and Coordinator for International Labor Affairs
8897,t_SILVERBUCKLE1,SILVER BUCKLE,"United States army operations to interdict, mine, and disrupt enemy lines of communication in an area of the Ho Chi Minh Trail south of Tchepone"
8898,t_SIL_1,S/IL,Special Assistant to the Secretary of State and Coordinator of International Labor Affairs
8899,t_SIM1,SIM,"Servicio de Inteligencia Militar, Military Intelligence Service"
8900,t_SIME1,S. I. M. E.,"Security Intelligence, Middle East (British)"
8901,t_SIMEX_1,SIMEX,Secondary material excess
8902,t_SIOP1,SIOP,"Single Integrated Operational Plan, the U.S. contingency plan for nuclear war"
8903,t_SIOP_1,SIOP,"Single Integrated Operational Plan, the U.S. contingency plan for nuclear war"
8904,t_SIOS_1,SIOS,Sevizio Informazioni (Italian Army Intelligence)
8905,t_SIP1,SIP,selected interdiction point
8906,t_SIPRI1,SIPRI,Stockholm International Peace Research Institute
8907,t_SIPRI_1,SIPRI,Stockholm International Peace Research Institute
8908,t_SIS1,SIS,Secret Intelligence Service (British)
8909,t_SISA1,S/ISA,"Director for International Security Affairs, Department of State (abolished in 1951)"
8910,t_SITE_1,SITE,Satellite Instructional Television Experiment (India)
8911,t_SITREP1,SITREP,situations report
8912,t_SITREP_1,SITREP,situation report
8913,t_SITROOM1,Sit Room,Situation Room
8914,t_SITTO1,SITTO,"series indicator for messages sent to Henry A. Kissinger while away from Washington, especially during his secret trip to Moscow in April 1972, when communications were routed through the Situation Room in the White House"
8915,t_SI_1,SI,Socialist International
8916,t_SJRes1,S.J. Res.,Senate Joint Resolution
8917,t_SK1,SK,South Korea
8918,t_SKDL1,SKDL,Suomen Kansan Demokriaaddinen Liiddo (Finnish Peoples Democratic League)
8919,t_SKF1,SKF,"Svenska Kullagerfabriken, AB"
8920,t_SKIG1,SKIG,South Korean Interim Government
8921,t_SKILA1,SKILA (or Skila),South Korean Interim Legislative Assembly
8922,t_SKILLET1,SKILLET,"Whiting Willauer, U.S. Ambassador to Honduras"
8923,t_SKIMMER1,SKIMMER,"The ""Group"" CIA cover organization supporting Castillo Armas"
8924,t_SKLP1,SKLP,South Korean Labor Party
